Model,Model_name,params,train_acc,train_rec,train_f1,test_acc,test_rec,test_f1
NaiveBayes_26dc767f2ae1,NaiveBayes,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'smoothing': 0.5}",0.9425444596443229,0.9425444596443229,0.9425444596443229,0.6162679716006474,0.6089385474860335,0.6119368561324381
NaiveBayes_35f4a3499532,NaiveBayes,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'smoothing': 1.0}",0.9425444596443229,0.9425444596443229,0.9425444596443229,0.6137557811174933,0.6089385474860335,0.6110510006550813
NaiveBayes_b8e962b8748f,NaiveBayes,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'smoothing': 1.5}",0.9438698032387078,0.9439124487004104,0.943889228047811,0.6069828741296119,0.6033519553072626,0.6050026358116483
LogisticRegression_7136759f226b,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 50, 'regParam': 0.0}",0.9932325117670245,0.9931600547195623,0.9931455697133585,0.6544815189616054,0.659217877094972,0.6563339012401852
LogisticRegression_c6850738d187,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 50, 'regParam': 0.1}",0.9788372376250803,0.9781121751025992,0.977954496364029,0.6279946000616392,0.6480446927374302,0.6164739063711399
LogisticRegression_ce4431688b56,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 50, 'regParam': 0.2}",0.9675380645735322,0.9658002735978113,0.9653961530852402,0.6276769087523277,0.6480446927374302,0.6096111347507995
LogisticRegression_04bf21271354,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 100, 'regParam': 0.0}",0.9932325117670245,0.9931600547195623,0.9931455697133585,0.6544815189616054,0.659217877094972,0.6563339012401852
LogisticRegression_f2f39f1d286f,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 100, 'regParam': 0.1}",0.9788372376250803,0.9781121751025992,0.977954496364029,0.6279946000616392,0.6480446927374302,0.6164739063711399
LogisticRegression_511ce2d053cc,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 100, 'regParam': 0.2}",0.9675380645735322,0.9658002735978113,0.9653961530852402,0.6276769087523277,0.6480446927374302,0.6096111347507995
LogisticRegression_3ac8cc9651c1,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 200, 'regParam': 0.0}",0.9932325117670245,0.9931600547195623,0.9931455697133585,0.6544815189616054,0.659217877094972,0.6563339012401852
LogisticRegression_93bc9baa59a6,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 200, 'regParam': 0.1}",0.9788372376250803,0.9781121751025992,0.977954496364029,0.6279946000616392,0.6480446927374302,0.6164739063711399
LogisticRegression_2903d376c789,LogisticRegression,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 200, 'regParam': 0.2}",0.9675380645735322,0.9658002735978113,0.9653961530852402,0.6276769087523277,0.6480446927374302,0.6096111347507995
LinearSVC_f9eadeec529b,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 50, 'regParam': 0.0}",0.9918961832237688,0.9917920656634747,0.9917710891621745,0.6418022322944849,0.653631284916201,0.6436137583525028
LinearSVC_ff7165850b28,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 50, 'regParam': 0.1}",0.9788372376250803,0.9781121751025992,0.977954496364029,0.6225110635852533,0.6424581005586592,0.6180128284709291
LinearSVC_feb8075753a8,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 50, 'regParam': 0.2}",0.9735047659472886,0.9726402188782489,0.9724160526043524,0.60528509355325,0.6312849162011174,0.5964919487348012
LinearSVC_5c7211184878,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 100, 'regParam': 0.0}",0.9918961832237688,0.9917920656634747,0.9917710891621745,0.6472266681104054,0.659217877094972,0.6484340118787516
LinearSVC_a91fdb1afd04,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 100, 'regParam': 0.1}",0.9788372376250803,0.9781121751025992,0.977954496364029,0.6225110635852533,0.6424581005586592,0.6180128284709291
LinearSVC_b0b0880a48f3,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 100, 'regParam': 0.2}",0.9735047659472886,0.9726402188782489,0.9724160526043524,0.5970911192448469,0.6256983240223464,0.5885810718758548
LinearSVC_cb81505e6efc,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 200, 'regParam': 0.0}",0.9918961832237688,0.9917920656634747,0.9917710891621745,0.6472266681104054,0.659217877094972,0.6484340118787516
LinearSVC_5be08d2da9a9,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 200, 'regParam': 0.1}",0.9788372376250803,0.9781121751025992,0.977954496364029,0.6075920355249964,0.6312849162011173,0.6030708689083307
LinearSVC_405b50fcd7a8,LinearSVC,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 200, 'regParam': 0.2}",0.9775610224870267,0.9767441860465116,0.9765652071898008,0.60528509355325,0.6312849162011174,0.5964919487348012
RandomForestClassifier_939df903d38d,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 10, 'maxDepth': 3}",0.7207504613049125,0.6456908344733242,0.515915460284486,0.39149839268437314,0.6256983240223464,0.48163719787287146
RandomForestClassifier_57b4431b816c,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 10, 'maxDepth': 5}",0.7749401860541011,0.652530779753762,0.5286228066291374,0.7679994978344109,0.6312849162011174,0.49430688861944316
RandomForestClassifier_48a6009f1f75,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 10, 'maxDepth': 7}",0.7683809287599355,0.6703146374829001,0.5675783232217667,0.7679994978344109,0.6312849162011174,0.49430688861944316
RandomForestClassifier_ed3bb769b489,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 20, 'maxDepth': 3}",0.7698386522496861,0.640218878248974,0.5012108086423718,0.39149839268437314,0.6256983240223464,0.48163719787287146
RandomForestClassifier_15d4728eda88,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 20, 'maxDepth': 5}",0.772090385260389,0.6456908344733242,0.5135821393010804,0.39149839268437314,0.6256983240223464,0.48163719787287146
RandomForestClassifier_9f0f9191b03e,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 20, 'maxDepth': 7}",0.7772486439355346,0.6580027359781122,0.5403331178367101,0.39149839268437314,0.6256983240223464,0.48163719787287146
RandomForestClassifier_8c9ac6402c11,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 30, 'maxDepth': 3}",0.7698386522496861,0.640218878248974,0.5012108086423718,0.39149839268437314,0.6256983240223464,0.48163719787287146
RandomForestClassifier_18b9eb1bca63,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 30, 'maxDepth': 5}",0.771525129036932,0.6443228454172367,0.5105182007115157,0.39149839268437314,0.6256983240223464,0.48163719787287146
RandomForestClassifier_a768e2bb4ad2,RandomForestClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'numTrees': 30, 'maxDepth': 7}",0.772090385260389,0.6456908344733242,0.5135821393010804,0.39149839268437314,0.6256983240223464,0.48163719787287146
GBTClassifier_37143ead5732,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 3, 'stepSize': 0.1}",0.7661615964215143,0.7017783857729138,0.632014896945623,0.5532953469811985,0.6201117318435755,0.5062320168937526
GBTClassifier_5c180444c5fa,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 3, 'stepSize': 0.2}",0.8074938956714761,0.7647058823529412,0.7314896020778373,0.5359659523353405,0.6089385474860336,0.5149360958160846
GBTClassifier_01f27304d24f,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 3, 'stepSize': 0.3}",0.8160811404336319,0.7852257181942545,0.7613357522076616,0.5319044110086713,0.6033519553072625,0.5182702980535653
GBTClassifier_84a505c71553,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 5, 'stepSize': 0.1}",0.8072677065642299,0.746922024623803,0.7023717737458651,0.6507174937013912,0.6424581005586592,0.5427961321346871
GBTClassifier_d55123a552bc,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 5, 'stepSize': 0.2}",0.8667235739260699,0.8372093023255814,0.8234679648729781,0.5686710897898315,0.6145251396648044,0.5493159510612564
GBTClassifier_7ba257f5d0d7,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 5, 'stepSize': 0.3}",0.8720700943238382,0.8495212038303693,0.8389138766491804,0.5515618429747102,0.6033519553072626,0.5415782301100235
GBTClassifier_806af4113a8a,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 7, 'stepSize': 0.1}",0.8439053652619322,0.7934336525307798,0.7664395625465001,0.5493621695157171,0.6145251396648045,0.5183356867432684
GBTClassifier_854d340187e1,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 7, 'stepSize': 0.2}",0.8910662782193302,0.8686730506155951,0.8602012581957597,0.5564266014729207,0.6089385474860335,0.5400419464665275
GBTClassifier_e851feb29bc1,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 10, 'maxDepth': 7, 'stepSize': 0.3}",0.9095744145811538,0.8946648426812586,0.8896840965389523,0.5735287095786603,0.6145251396648045,0.5593746280988926
GBTClassifier_b68f5fff063a,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 3, 'stepSize': 0.1}",0.7929315109068871,0.7359781121751026,0.6875824921468824,0.5601781867309308,0.6201117318435754,0.514220890393105
GBTClassifier_287e323e98f5,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 3, 'stepSize': 0.2}",0.849534648520631,0.8194254445964433,0.8027257013470986,0.538080587266888,0.6033519553072626,0.5246206088795639
GBTClassifier_27cdcc5650dd,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 3, 'stepSize': 0.3}",0.8680753147225265,0.8495212038303694,0.8398139416826413,0.5550429597422697,0.6033519553072626,0.5466028781887156
GBTClassifier_d821e50db8d2,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 5, 'stepSize': 0.1}",0.8478106465632416,0.811217510259918,0.7914419836611288,0.5426897397465595,0.6089385474860335,0.5217825751247553
GBTClassifier_e0e94c0ac8bd,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 5, 'stepSize': 0.2}",0.9085085906555762,0.8946648426812585,0.8898598797754553,0.6104598426142849,0.6368715083798883,0.5803180979880497
GBTClassifier_92c7407528d3,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 5, 'stepSize': 0.3}",0.9232043586553234,0.9138166894664843,0.9108298149809264,0.5801025142778847,0.6201117318435754,0.5584350130168525
GBTClassifier_a02fd3cea592,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 7, 'stepSize': 0.1}",0.8702674815461544,0.8372093023255814,0.8227255617183784,0.5222023425550647,0.5977653631284916,0.514752914173866
GBTClassifier_3206709f6819,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 7, 'stepSize': 0.2}",0.9531002323409985,0.9493844049247606,0.9484416548167021,0.5908271760677599,0.6256983240223464,0.5674048086953742
GBTClassifier_83baa767d534,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 20, 'maxDepth': 7, 'stepSize': 0.3}",0.9626478310754158,0.960328317373461,0.959772874024226,0.5920144594150509,0.6256983240223464,0.5721463780090695
GBTClassifier_1e46865e4e26,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 3, 'stepSize': 0.1}",0.8200877160653078,0.7674418604651163,0.7324201193816138,0.5034042487094921,0.5977653631284916,0.5010771271251155
GBTClassifier_3ccadf44c5ad,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 3, 'stepSize': 0.2}",0.8816225413659587,0.8590971272229823,0.849590983598291,0.5598176416733618,0.6089385474860336,0.545447807517348
GBTClassifier_a129eb90c94a,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 3, 'stepSize': 0.3}",0.8981942984000033,0.8850889192886456,0.8797516404062231,0.5836300870114455,0.6201117318435754,0.5680638550007384
GBTClassifier_ddffb60e0666,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 5, 'stepSize': 0.1}",0.8578081598998313,0.829001367989056,0.81418014852135,0.5319044110086713,0.6033519553072625,0.5182702980535653
GBTClassifier_f008f44786ad,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 5, 'stepSize': 0.2}",0.9409541577263272,0.9357045143638851,0.9341870627459561,0.5598176416733618,0.6089385474860336,0.545447807517348
GBTClassifier_e6fb92b99362,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 5, 'stepSize': 0.3}",0.9549947234707838,0.9521203830369357,0.951341369620646,0.5886120715844447,0.6201117318435755,0.5805621237711662
GBTClassifier_882db720688e,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 7, 'stepSize': 0.1}",0.88919046523734,0.86593707250342,0.8570255251911472,0.5761834754483974,0.6201117318435754,0.5476159542678964
GBTClassifier_e52ef78402ab,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 7, 'stepSize': 0.2}",0.9393339271890476,0.93296853625171,0.9312106681211229,0.5628643981716608,0.6089385474860335,0.5505477928486506
GBTClassifier_1de420db01cb,GBTClassifier,"{'featuresCol': 'tfidf', 'labelCol': 'label', 'maxIter': 30, 'maxDepth': 7, 'stepSize': 0.3}",0.9775610224870267,0.9767441860465116,0.9765652071898008,0.6032740255122666,0.6312849162011174,0.5890881664225638
